nivel,clave,total,wins,losses,winrate,ajuste_confianza,decision_aprendizaje,confiabilidad_muestra,probabilidad_ajustada,intervalo_inferior,intervalo_superior,estabilidad_disponible,muestra_estabilidad,wr_inicio,wr_medio,wr_reciente,dispersion_temporal,cambio_inicio_reciente,bloques_mismo_lado_prior,persistencia_direccion,activo,direccion,familia_setup,tipo_mercado,estado_tendencia,firma_pa,firma_mercado,firma_estrategia,firma_evidencias_exacta
FAMILIA_DIRECCION,FAMILIA_DIRECCION|REACCIÓN_ZONA|PUT,269,132,137,49.07,0.0,NEUTRO,ALTA,49.08,43.33,54.84,True,269,47.78,55.56,43.82,11.74,-3.96,2,0.667,USDSGD-OTC,put,REACCIÓN_ZONA,RANGO,INDEFINIDA,,,,
FAMILIA_TENDENCIA,FAMILIA_TENDENCIA|REVERSIÓN|BAJISTA_DEBIL,258,132,126,51.16,0.0,NEUTRO,ALTA,51.03,45.16,56.89,True,258,58.14,47.67,47.67,10.47,-10.47,1,0.333,NZDJPY-OTC,call,REVERSIÓN,TENDENCIA,BAJISTA_DEBIL,,,,
FAMILIA_TENDENCIA,FAMILIA_TENDENCIA|REVERSIÓN|ALCISTA_DEBIL,249,132,117,53.01,0.0,NEUTRO,ALTA,52.73,46.78,58.69,True,249,50.6,60.24,48.19,12.05,-2.41,2,0.667,USDTHB-OTC,call,REVERSIÓN,TENDENCIA,ALCISTA_DEBIL,,,,
CONTEXTO_TECNICO,CONTEXTO_TECNICO|PUT|REVERSIÓN|RANGO|INDEFINIDA,215,95,120,44.19,-2.64,DEBIL,ALTA,44.62,38.27,50.96,True,215,52.78,45.83,33.8,18.98,-18.98,2,0.667,US2000-OTC,put,REVERSIÓN,RANGO,INDEFINIDA,,,,
FIRMA_EVIDENCIAS_EXACTA,FIRMA_EVIDENCIAS_EXACTA|INDEFINIDA+PUT+RANGO+REVERSIÓN,215,95,120,44.19,-2.64,DEBIL,ALTA,44.62,38.27,50.96,True,215,52.78,45.83,33.8,18.98,-18.98,2,0.667,US2000-OTC,put,REVERSIÓN,RANGO,INDEFINIDA,,,,
CONTEXTO_SETUP,CONTEXTO_SETUP|PUT|REVERSIÓN|SWEEP_BAJISTA|SWEEP_RUPTURA_CONFIRMABLE|TENDENCIA,208,97,111,46.63,-2.23,DEBIL,ALTA,46.86,40.4,53.33,True,208,44.29,49.28,46.38,4.99,2.09,2,0.667,UKOUSD-OTC,put,REVERSIÓN,TENDENCIA,ALCISTA_DEBIL,,,,
FAMILIA,FAMILIA|CONTINUACIÓN,208,94,114,45.19,-2.47,DEBIL,ALTA,45.55,39.1,52.0,True,208,40.0,47.83,47.83,7.83,7.83,3,1.0,LTCUSD-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
FAMILIA_MERCADO,FAMILIA_MERCADO|CONTINUACIÓN|TENDENCIA,208,94,114,45.19,-2.47,DEBIL,ALTA,45.55,39.1,52.0,True,208,40.0,47.83,47.83,7.83,7.83,3,1.0,LTCUSD-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
SETUP_EVIDENCIAS,SETUP_EVIDENCIAS|CONTINUACION+CONTINUACIÓN+PULLBACK_GENERICO,204,94,110,46.08,-2.32,DEBIL,ALTA,46.36,39.85,52.88,True,204,41.18,48.53,48.53,7.35,7.35,3,1.0,LTCUSD-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
SETUP_EVIDENCIAS,SETUP_EVIDENCIAS|REVERSIÓN+SWEEP_ALCISTA+SWEEP_SIMPLE,203,100,103,49.26,0.0,NEUTRO,ALTA,49.26,42.71,55.81,True,203,54.41,50.0,43.28,11.13,-11.13,2,0.667,USDTHB-OTC,call,REVERSIÓN,TENDENCIA,ALCISTA_DEBIL,,,,
SETUP_EVIDENCIAS,SETUP_EVIDENCIAS|REVERSIÓN+SWEEP_BAJISTA+SWEEP_SIMPLE,202,94,108,46.53,-2.24,DEBIL,ALTA,46.78,40.23,53.33,True,202,44.12,53.73,41.79,11.94,-2.33,2,0.667,NZDCHF-OTC,put,REVERSIÓN,TENDENCIA,INDEFINIDA,,,,
FAMILIA_TENDENCIA,FAMILIA_TENDENCIA|REVERSIÓN|BAJISTA_NORMAL,201,93,108,46.27,-2.29,DEBIL,ALTA,46.54,39.98,53.1,True,201,47.76,46.27,44.78,2.98,-2.98,3,1.0,LTCUSD-OTC,call,REVERSIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
CONTEXTO_TECNICO,CONTEXTO_TECNICO|CALL|REVERSIÓN|RANGO|INDEFINIDA,193,99,94,51.3,0.0,NEUTRO,ALTA,51.1,44.41,57.8,True,193,50.77,54.69,48.44,6.25,-2.33,2,0.667,USDSGD-OTC,call,REVERSIÓN,RANGO,INDEFINIDA,,,,
FIRMA_EVIDENCIAS_EXACTA,FIRMA_EVIDENCIAS_EXACTA|CALL+INDEFINIDA+RANGO+REVERSIÓN,193,99,94,51.3,0.0,NEUTRO,ALTA,51.1,44.41,57.8,True,193,50.77,54.69,48.44,6.25,-2.33,2,0.667,USDSGD-OTC,call,REVERSIÓN,RANGO,INDEFINIDA,,,,
FAMILIA_TENDENCIA,FAMILIA_TENDENCIA|REVERSIÓN|ALCISTA_NORMAL,191,96,95,50.26,0.0,NEUTRO,ALTA,50.17,43.44,56.9,True,191,42.19,51.56,57.14,14.95,14.95,2,0.667,UKOUSD-OTC,put,REVERSIÓN,TENDENCIA,ALCISTA_NORMAL,,,,
CONTEXTO_SETUP,CONTEXTO_SETUP|CALL|REVERSIÓN|SWEEP_ALCISTA|SWEEP_RUPTURA_CONFIRMABLE|TENDENCIA,189,95,94,50.26,0.0,NEUTRO,ALTA,50.17,43.4,56.93,True,189,58.73,47.62,44.44,14.29,-14.29,1,0.333,USDSGD-OTC,call,REVERSIÓN,TENDENCIA,INDEFINIDA,,,,
CONTEXTO_TECNICO,CONTEXTO_TECNICO|CALL|REVERSIÓN|TENDENCIA|BAJISTA_NORMAL,181,87,94,48.07,0.0,NEUTRO,ALTA,48.18,41.29,55.07,True,181,50.82,45.0,48.33,5.82,-2.49,2,0.667,LTCUSD-OTC,call,REVERSIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
FIRMA_EVIDENCIAS_EXACTA,FIRMA_EVIDENCIAS_EXACTA|BAJISTA_NORMAL+CALL+REVERSIÓN+TENDENCIA,181,87,94,48.07,0.0,NEUTRO,ALTA,48.18,41.29,55.07,True,181,50.82,45.0,48.33,5.82,-2.49,2,0.667,LTCUSD-OTC,call,REVERSIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
FAMILIA_DIRECCION,FAMILIA_DIRECCION|REACCIÓN_ZONA|CALL,178,82,96,46.07,-2.32,DEBIL,ALTA,46.39,39.46,53.32,True,178,41.67,49.15,47.46,7.48,5.79,3,1.0,EURCAD-OTC,call,REACCIÓN_ZONA,RANGO,INDEFINIDA,,,,
FAMILIA_DIRECCION,FAMILIA_DIRECCION|CONTINUACIÓN|PUT,177,81,96,45.76,-2.37,DEBIL,ALTA,46.12,39.17,53.06,True,177,37.29,50.85,49.15,13.56,11.86,2,0.667,LTCUSD-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
FAMILIA_MERCADO,FAMILIA_MERCADO|REACCIÓN_ZONA|RANGO,174,83,91,47.7,-2.05,DEBIL,ALTA,47.86,40.85,54.87,True,174,50.0,41.38,51.72,10.34,1.72,1,0.333,USDSGD-OTC,put,REACCIÓN_ZONA,RANGO,INDEFINIDA,,,,
CONTEXTO_SETUP,CONTEXTO_SETUP|PUT|CONTINUACIÓN|CONTINUACION|PULLBACK_GENERICO|TENDENCIA,174,81,93,46.55,-2.24,DEBIL,ALTA,46.83,39.83,53.83,True,174,39.66,50.0,50.0,10.34,10.34,1,0.333,LTCUSD-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
SETUP_EVIDENCIAS,SETUP_EVIDENCIAS|INDEFINIDO+REACCIÓN_ZONA+ZONA_RECHAZO_CONFIRMADO,172,82,90,47.67,-2.05,DEBIL,ALTA,47.84,40.79,54.89,True,172,48.28,47.37,47.37,0.91,-0.91,3,1.0,NZDJPY-OTC,put,REACCIÓN_ZONA,RANGO,INDEFINIDA,,,,
FAMILIA_TENDENCIA,FAMILIA_TENDENCIA|REACCIÓN_ZONA|INDEFINIDA,164,76,88,46.34,-2.28,DEBIL,ALTA,46.66,39.47,53.85,True,164,40.0,47.27,51.85,11.85,11.85,2,0.667,USDSGD-OTC,put,REACCIÓN_ZONA,RANGO,INDEFINIDA,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|UKOUSD-OTC|REVERSIÓN,155,84,71,54.19,0.0,NEUTRO,ALTA,53.63,46.26,61.0,True,155,57.69,55.77,49.02,8.67,-8.67,2,0.667,UKOUSD-OTC,put,REVERSIÓN,TENDENCIA,ALCISTA_DEBIL,,,,
CONTEXTO_TECNICO,CONTEXTO_TECNICO|PUT|REVERSIÓN|TENDENCIA|ALCISTA_NORMAL,155,74,81,47.74,-2.04,DEBIL,ALTA,47.91,40.53,55.29,True,155,40.38,48.08,54.9,14.52,14.52,2,0.667,UKOUSD-OTC,put,REVERSIÓN,TENDENCIA,ALCISTA_NORMAL,,,,
FIRMA_EVIDENCIAS_EXACTA,FIRMA_EVIDENCIAS_EXACTA|ALCISTA_NORMAL+PUT+REVERSIÓN+TENDENCIA,155,74,81,47.74,-2.04,DEBIL,ALTA,47.91,40.53,55.29,True,155,40.38,48.08,54.9,14.52,14.52,2,0.667,UKOUSD-OTC,put,REVERSIÓN,TENDENCIA,ALCISTA_NORMAL,,,,
CONTEXTO_TECNICO,CONTEXTO_TECNICO|PUT|REVERSIÓN|TENDENCIA|ALCISTA_DEBIL,148,83,65,56.08,0.0,NEUTRO,ALTA,55.27,47.77,62.76,True,148,58.0,59.18,51.02,8.16,-6.98,3,1.0,UKOUSD-OTC,put,REVERSIÓN,TENDENCIA,ALCISTA_DEBIL,,,,
FIRMA_EVIDENCIAS_EXACTA,FIRMA_EVIDENCIAS_EXACTA|ALCISTA_DEBIL+PUT+REVERSIÓN+TENDENCIA,148,83,65,56.08,0.0,NEUTRO,ALTA,55.27,47.77,62.76,True,148,58.0,59.18,51.02,8.16,-6.98,3,1.0,UKOUSD-OTC,put,REVERSIÓN,TENDENCIA,ALCISTA_DEBIL,,,,
FAMILIA,FAMILIA|REVERSIÓN_ESTRUCTURAL,148,75,73,50.68,0.0,NEUTRO,ALTA,50.51,42.97,58.04,True,148,54.0,48.98,48.98,5.02,-5.02,1,0.333,NZDJPY-OTC,put,REVERSIÓN_ESTRUCTURAL,RANGO,ALCISTA_DEBIL,,,,
FAMILIA_MERCADO,FAMILIA_MERCADO|REVERSIÓN_ESTRUCTURAL|TENDENCIA,145,74,71,51.03,0.0,NEUTRO,ALTA,50.82,43.21,58.42,True,145,55.1,50.0,47.92,7.18,-7.18,2,0.667,AIG-OTC,put,REVERSIÓN_ESTRUCTURAL,TENDENCIA,BAJISTA_NORMAL,,,,
CONTEXTO_SETUP,CONTEXTO_SETUP|CALL|REVERSIÓN|SWEEP_ALCISTA|SWEEP_SIMPLE|TENDENCIA,142,70,72,49.3,0.0,NEUTRO,ALTA,49.29,41.61,56.97,True,142,52.08,55.32,40.43,14.89,-11.65,2,0.667,USDTHB-OTC,call,REVERSIÓN,TENDENCIA,ALCISTA_DEBIL,,,,
CONTEXTO_TECNICO,CONTEXTO_TECNICO|CALL|REVERSIÓN|TENDENCIA|BAJISTA_DEBIL,141,76,65,53.9,0.0,NEUTRO,ALTA,53.32,45.64,61.01,True,141,70.21,40.43,51.06,29.78,-19.15,2,0.667,NZDJPY-OTC,call,REVERSIÓN,TENDENCIA,BAJISTA_DEBIL,,,,
FIRMA_EVIDENCIAS_EXACTA,FIRMA_EVIDENCIAS_EXACTA|BAJISTA_DEBIL+CALL+REVERSIÓN+TENDENCIA,141,76,65,53.9,0.0,NEUTRO,ALTA,53.32,45.64,61.01,True,141,70.21,40.43,51.06,29.78,-19.15,2,0.667,NZDJPY-OTC,call,REVERSIÓN,TENDENCIA,BAJISTA_DEBIL,,,,
CONTEXTO_SETUP,CONTEXTO_SETUP|CALL|REVERSIÓN|SWEEP_ALCISTA|SWEEP_RUPTURA_CONFIRMABLE|RANGO,133,69,64,51.88,0.0,NEUTRO,ALTA,51.54,43.64,59.43,True,133,51.11,56.82,47.73,9.09,-3.38,2,0.667,LUNA-OTC,call,REVERSIÓN,RANGO,ALCISTA_DEBIL,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|LTCUSD-OTC|REVERSIÓN,133,65,68,48.87,0.0,NEUTRO,ALTA,48.92,41.03,56.82,True,133,40.0,52.27,54.55,14.55,14.55,1,0.333,LTCUSD-OTC,call,REVERSIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
CONTEXTO_SETUP,CONTEXTO_SETUP|PUT|REVERSIÓN|SWEEP_BAJISTA|SWEEP_RUPTURA_CONFIRMABLE|RANGO,130,64,66,49.23,0.0,NEUTRO,ALTA,49.23,41.26,57.21,True,130,56.82,51.16,39.53,17.29,-17.29,1,0.333,US2000-OTC,put,REVERSIÓN,RANGO,INDEFINIDA,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|AIG-OTC|REVERSIÓN,129,70,59,54.26,0.0,NEUTRO,ALTA,53.59,45.61,61.57,True,129,51.16,65.12,46.51,18.61,-4.65,2,0.667,AIG-OTC,call,REVERSIÓN,TENDENCIA,ALCISTA_DEBIL,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|USDSGD-OTC|REVERSIÓN,129,63,66,48.84,0.0,NEUTRO,ALTA,48.89,40.89,56.89,True,129,55.81,46.51,44.19,11.62,-11.62,2,0.667,USDSGD-OTC,call,REVERSIÓN,TENDENCIA,INDEFINIDA,,,,
ACTIVO_DIRECCION,ACTIVO_DIRECCION|EURUSD-OTC|PUT,128,63,65,49.22,0.0,NEUTRO,ALTA,49.22,41.2,57.25,True,128,48.84,51.16,47.62,3.54,-1.22,2,0.667,EURUSD-OTC,put,REVERSIÓN_ESTRUCTURAL,TENDENCIA,BAJISTA_NORMAL,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|US2000-OTC|REVERSIÓN,128,61,67,47.66,-2.05,DEBIL,ALTA,47.87,39.85,55.89,True,128,48.84,48.84,45.24,3.6,-3.6,3,1.0,US2000-OTC,put,REVERSIÓN,RANGO,INDEFINIDA,,,,
FAMILIA_DIRECCION,FAMILIA_DIRECCION|REVERSIÓN_ESTRUCTURAL|PUT,126,60,66,47.62,-2.06,DEBIL,ALTA,47.84,39.77,55.92,True,126,54.76,45.24,42.86,11.9,-11.9,2,0.667,NZDJPY-OTC,put,REVERSIÓN_ESTRUCTURAL,RANGO,ALCISTA_DEBIL,,,,
ACTIVO_DIRECCION,ACTIVO_DIRECCION|UKOUSD-OTC|PUT,126,55,71,43.65,-2.72,DEBIL,ALTA,44.42,36.39,52.45,True,126,47.62,50.0,33.33,16.67,-14.29,2,0.667,UKOUSD-OTC,put,REVERSIÓN,TENDENCIA,ALCISTA_DEBIL,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|EURUSD-OTC|REVERSIÓN,125,61,64,48.8,0.0,NEUTRO,ALTA,48.86,40.75,56.97,True,125,47.62,54.76,43.9,10.86,-3.72,2,0.667,EURUSD-OTC,call,REVERSIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|NZDJPY-OTC|REVERSIÓN,123,56,67,45.53,-2.41,DEBIL,ALTA,46.05,37.91,54.19,True,123,56.1,51.22,29.27,26.83,-26.83,1,0.333,NZDJPY-OTC,call,REVERSIÓN,TENDENCIA,BAJISTA_DEBIL,,,,
CONTEXTO_SETUP,CONTEXTO_SETUP|PUT|REVERSIÓN|SWEEP_BAJISTA|SWEEP_SIMPLE|TENDENCIA,121,64,57,52.89,0.0,NEUTRO,ALTA,52.38,44.16,60.59,True,121,46.34,52.5,60.0,13.66,13.66,2,0.667,NZDCHF-OTC,put,REVERSIÓN,TENDENCIA,INDEFINIDA,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|USDTHB-OTC|REVERSIÓN,121,45,76,37.19,-3.8,DEBIL,ALTA,38.9,30.88,46.92,True,121,43.9,32.5,35.0,11.4,-8.9,3,1.0,USDTHB-OTC,call,REVERSIÓN,TENDENCIA,ALCISTA_DEBIL,,,,
ACTIVO_DIRECCION,ACTIVO_DIRECCION|LTCUSD-OTC|PUT,119,55,64,46.22,-2.29,DEBIL,ALTA,46.65,38.39,54.92,True,119,35.0,55.0,48.72,20.0,13.72,2,0.667,LTCUSD-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|EURCAD-OTC|REVERSIÓN,114,58,56,50.88,0.0,NEUTRO,ALTA,50.63,42.2,59.07,True,114,60.53,42.11,50.0,18.42,-10.53,2,0.667,EURCAD-OTC,call,REVERSIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
SETUP_EVIDENCIAS,SETUP_EVIDENCIAS|CHOCH_BAJISTA+CHOCH_CON_PA_A_FAVOR+REVERSIÓN_ESTRUCTURAL,114,55,59,48.25,0.0,NEUTRO,ALTA,48.4,39.97,56.83,True,114,57.89,42.11,44.74,15.78,-13.15,2,0.667,AIG-OTC,put,REVERSIÓN_ESTRUCTURAL,TENDENCIA,BAJISTA_NORMAL,,,,
ACTIVO_DIRECCION,ACTIVO_DIRECCION|USDSGD-OTC|PUT,112,58,54,51.79,0.0,NEUTRO,ALTA,51.4,42.91,59.9,True,112,47.37,54.05,54.05,6.68,6.68,2,0.667,USDSGD-OTC,put,REACCIÓN_ZONA,RANGO,INDEFINIDA,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|NZDCHF-OTC|REVERSIÓN,112,56,56,50.0,0.0,NEUTRO,ALTA,49.89,41.39,58.38,True,112,47.37,48.65,54.05,6.68,6.68,1,0.333,NZDCHF-OTC,put,REVERSIÓN,TENDENCIA,INDEFINIDA,,,,
ACTIVO_DIRECCION,ACTIVO_DIRECCION|NZDJPY-OTC|PUT,112,54,58,48.21,0.0,NEUTRO,ALTA,48.37,39.88,56.86,True,112,50.0,59.46,35.14,24.32,-14.86,1,0.333,NZDJPY-OTC,put,REVERSIÓN_ESTRUCTURAL,RANGO,ALCISTA_DEBIL,,,,
CONTEXTO_SETUP,CONTEXTO_SETUP|PUT|REVERSIÓN_ESTRUCTURAL|CHOCH_BAJISTA|CHOCH_CON_PA_A_FAVOR|TENDENCIA,112,54,58,48.21,0.0,NEUTRO,ALTA,48.37,39.88,56.86,True,112,57.89,43.24,43.24,14.65,-14.65,2,0.667,AIG-OTC,put,REVERSIÓN_ESTRUCTURAL,TENDENCIA,BAJISTA_NORMAL,,,,
ACTIVO_DIRECCION,ACTIVO_DIRECCION|US2000-OTC|PUT,110,50,60,45.45,-2.42,DEBIL,ALTA,46.04,37.5,54.57,True,110,45.95,43.24,47.22,3.98,1.27,3,1.0,US2000-OTC,put,REVERSIÓN,RANGO,INDEFINIDA,,,,
ACTIVO_DIRECCION,ACTIVO_DIRECCION|EURCAD-OTC|PUT,107,51,56,47.66,-2.05,DEBIL,ALTA,47.91,39.26,56.57,True,107,55.56,44.44,42.86,12.7,-12.7,2,0.667,EURCAD-OTC,put,REACCIÓN_ZONA,TENDENCIA,BAJISTA_NORMAL,,,,
ACTIVO_DIRECCION,ACTIVO_DIRECCION|NZDCHF-OTC|PUT,104,60,44,57.69,0.0,NEUTRO,ALTA,56.33,47.64,65.03,True,104,45.71,62.86,64.71,19.0,19.0,2,0.667,NZDCHF-OTC,put,REVERSIÓN_ESTRUCTURAL,TENDENCIA,BAJISTA_NORMAL,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|HK33-OTC|REVERSIÓN,104,54,50,51.92,0.0,NEUTRO,ALTA,51.49,42.73,60.25,True,104,54.29,57.14,44.12,13.02,-10.17,2,0.667,HK33-OTC,put,REVERSIÓN,RANGO,ALCISTA_NORMAL,,,,
ACTIVO_DIRECCION,ACTIVO_DIRECCION|AIG-OTC|PUT,103,54,49,52.43,0.0,NEUTRO,ALTA,51.91,43.12,60.7,True,103,42.86,50.0,64.71,21.85,21.85,2,0.667,AIG-OTC,put,REVERSIÓN_ESTRUCTURAL,TENDENCIA,BAJISTA_NORMAL,,,,
CONTEXTO_TECNICO,CONTEXTO_TECNICO|PUT|CONTINUACIÓN|TENDENCIA|BAJISTA_NORMAL,102,48,54,47.06,-2.15,DEBIL,ALTA,47.42,38.59,56.24,True,102,41.18,52.94,47.06,11.76,5.88,2,0.667,LTCUSD-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
FAMILIA_TENDENCIA,FAMILIA_TENDENCIA|CONTINUACIÓN|BAJISTA_NORMAL,102,48,54,47.06,-2.15,DEBIL,ALTA,47.42,38.59,56.24,True,102,41.18,52.94,47.06,11.76,5.88,2,0.667,LTCUSD-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
FIRMA_EVIDENCIAS_EXACTA,FIRMA_EVIDENCIAS_EXACTA|BAJISTA_NORMAL+CONTINUACIÓN+PUT+TENDENCIA,102,48,54,47.06,-2.15,DEBIL,ALTA,47.42,38.59,56.24,True,102,41.18,52.94,47.06,11.76,5.88,2,0.667,LTCUSD-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|LUNA-OTC|REVERSIÓN,99,48,51,48.48,0.0,NEUTRO,ALTA,48.61,39.67,57.56,True,99,39.39,51.52,54.55,15.16,15.16,1,0.333,LUNA-OTC,call,REVERSIÓN,RANGO,ALCISTA_DEBIL,,,,
ACTIVO_DIRECCION,ACTIVO_DIRECCION|USDTHB-OTC|PUT,99,38,61,38.38,-3.58,DEBIL,ALTA,40.21,31.44,48.98,True,99,36.36,42.42,36.36,6.06,0.0,3,1.0,USDTHB-OTC,put,REVERSIÓN_ESTRUCTURAL,TENDENCIA,BAJISTA_NORMAL,,,,
ACTIVO_DIRECCION,ACTIVO_DIRECCION|HK33-OTC|PUT,97,52,45,53.61,0.0,NEUTRO,ALTA,52.86,43.86,61.87,True,97,63.64,59.38,37.5,26.14,-26.14,2,0.667,HK33-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_DEBIL,,,,
ACTIVO_DIRECCION,ACTIVO_DIRECCION|AIG-OTC|CALL,95,48,47,50.53,0.0,NEUTRO,ALTA,50.3,41.21,59.4,True,95,46.88,62.5,41.94,20.56,-4.94,1,0.333,AIG-OTC,call,REVERSIÓN,TENDENCIA,ALCISTA_DEBIL,,,,
ACTIVO_DIRECCION,ACTIVO_DIRECCION|UKOUSD-OTC|CALL,94,53,41,56.38,0.0,NEUTRO,ALTA,55.13,46.04,64.22,True,94,53.12,61.29,54.84,8.17,1.72,3,1.0,UKOUSD-OTC,call,REVERSIÓN,TENDENCIA,INDEFINIDA,,,,
ACTIVO_DIRECCION,ACTIVO_DIRECCION|NZDJPY-OTC|CALL,89,45,44,50.56,0.0,NEUTRO,ALTA,50.32,40.98,59.66,True,89,60.0,53.33,37.93,22.07,-22.07,2,0.667,NZDJPY-OTC,call,REVERSIÓN,TENDENCIA,BAJISTA_DEBIL,,,,
ACTIVO_DIRECCION,ACTIVO_DIRECCION|LUNA-OTC|PUT,89,40,49,44.94,-2.49,DEBIL,ALTA,45.73,36.42,55.04,True,89,46.67,50.0,37.93,12.07,-8.74,2,0.667,LUNA-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
ACTIVO_DIRECCION,ACTIVO_DIRECCION|US2000-OTC|CALL,85,37,48,43.53,-2.71,DEBIL,ALTA,44.62,35.16,54.08,True,85,48.28,39.29,42.86,8.99,-5.42,3,1.0,US2000-OTC,call,REVERSIÓN,RANGO,INDEFINIDA,,,,
